YEAR,CONF,CONF ID,QUAD NO,QUAD ID,TEAM NO,TEAM ID,TEAM,SEED,ROUND,K TEMPO,K TEMPO RANK,KADJ T,KADJ T RANK,K OFF,KO RANK,KADJ O,KADJ O RANK,K DEF,KD RANK,KADJ D,KADJ D RANK,KADJ EM,KADJ EM RANK,BADJ EM,BADJ O,BADJ D,BARTHAG,GAMES,W,L,WIN%,EFG%,EFG%D,FTR,FTRD,TOV%,TOV%D,OREB%,DREB%,OP OREB%,OP DREB%,RAW T,2PT%,2PT%D,3PT%,3PT%D,BLK%,BLKED%,AST%,OP AST%,2PTR,3PTR,2PTRD,3PTRD,BADJ T,AVG HGT,EFF HGT,EXP,TALENT,FT%,OP FT%,PPPO,PPPD,ELITE SOS,WAB,BADJ EM RANK,BADJ O RANK,BADJ D RANK,BARTHAG RANK,EFG% RANK,EFGD% RANK,FTR RANK,FTRD RANK,TOV% RANK,TOV%D RANK,OREB% RANK,DREB% RANK,OP OREB% RANK,OP DREB% RANK,RAW T RANK,2PT% RANK,2PT%D RANK,3PT% RANK,3PT%D RANK,BLK% RANK,BLKED% RANK,AST% RANK,OP AST% RANK,2PTR RANK,3PTR RANK,2PTRD RANK,3PTRD RANK,BADJT RANK,AVG HGT RANK,EFF HGT RANK,EXP RANK,TALENT RANK,FT% RANK,OP FT% RANK,PPPO RANK,PPPD RANK,ELITE SOS RANK,RANK,PAKE,PASE,last10_adjoe,last10_adjde,last10_adjEM,last10_barthag,tourney_adjoe,tourney_adjde,tourney_adjEM,tourney_barthag
2012,B12,7.0,20.0,4.0,330.0,14.0,Baylor,3.0,8.0,67.697,124.0,64.8088,138.0,109.239,26.0,115.656,15.0,96.1272,79.0,94.2364,29.0,21.4193,12.0,20.8,114.4,93.6,0.91,33.0,26.0,7.0,78.78788,52.6,47.2,36.5,31.7,20.6,21.3,37.6,67.1,32.9,62.4,67.1,50.8,45.5,37.7,33.9,12.3,8.3,56.4,55.7,68.1,31.9,67.0,33.0,66.7,77.066,81.686,1.568,60.038,75.2,68.7,1.103,0.969,30.445,7.0,16.0,15.0,36.0,17.0,48.0,99.0,174.0,67.0,198.0,117.0,21.0,210.0,210.0,21.0,122.0,64.0,82.0,40.0,155.0,42.0,110.0,103.0,224.0,155.0,192.0,168.0,182.0,138.0,84.0,7.0,204.0,44.0,24.0,145.0,25.0,76.0,14.0,,,,,,,,,,,
2012,ASun,5.0,17.0,1.0,329.0,15.0,Belmont,14.0,64.0,69.5377,55.0,66.7473,62.0,116.677,2.0,117.088,9.0,96.034,76.0,99.4192,112.0,17.6692,24.0,16.6,115.2,98.6,0.857,33.0,26.0,7.0,78.78788,55.7,47.8,39.2,35.8,17.6,20.7,34.6,68.1,31.9,65.4,68.8,54.7,46.6,38.1,33.7,5.7,12.5,62.1,53.5,60.1,39.9,69.1,30.9,68.1,76.209,79.957,2.077,14.906,73.7,65.4,1.174,0.974,15.656,0.8,30.0,11.0,121.0,33.0,5.0,129.0,102.0,166.0,37.0,150.0,87.0,166.0,166.0,87.0,55.0,7.0,121.0,30.0,148.0,319.0,331.0,17.0,175.0,309.0,39.0,245.0,104.0,82.0,215.0,130.0,61.0,157.0,43.0,31.0,3.0,84.0,165.0,,,,,,,,,,,
2012,WCC,33.0,19.0,3.0,328.0,25.0,BYU,14.0,64.0,73.2569,9.0,71.6581,5.0,106.886,47.0,106.894,97.0,92.2898,30.0,93.9601,26.0,12.9336,49.0,12.9,105.4,92.5,0.818,31.0,23.0,8.0,74.19355,52.3,47.5,36.7,35.0,17.8,21.5,30.4,73.4,26.6,69.6,72.5,52.3,47.6,34.8,31.5,11.5,6.8,60.9,57.0,67.4,32.6,63.7,36.3,72.7,77.997,80.831,1.668,12.537,70.9,66.9,1.081,0.933,17.804,0.3,46.0,94.0,26.0,46.0,54.0,110.0,166.0,152.0,45.0,107.0,237.0,14.0,14.0,237.0,9.0,25.0,167.0,147.0,50.0,64.0,28.0,22.0,254.0,170.0,176.0,58.0,290.0,9.0,18.0,32.0,180.0,168.0,109.0,66.0,48.0,31.0,132.0,,,,,,,,,,,
2012,P12,24.0,0.0,0.0,327.0,30.0,California,12.0,68.0,67.1197,156.0,65.1101,127.0,106.953,46.0,111.11,44.0,91.8027,26.0,94.5611,32.0,16.549,29.0,17.8,109.8,92.0,0.884,33.0,24.0,9.0,72.72727,52.1,46.1,34.5,27.0,18.4,19.5,32.1,72.7,27.3,67.9,66.5,51.2,44.7,36.8,32.8,8.1,5.7,60.8,48.9,77.1,22.9,70.1,29.9,66.8,77.344,80.715,1.628,56.148,74.6,68.8,1.078,0.929,22.077,1.8,23.0,44.0,21.0,23.0,58.0,55.0,220.0,13.0,60.0,207.0,177.0,25.0,25.0,177.0,152.0,46.0,60.0,69.0,100.0,224.0,6.0,23.0,69.0,7.0,340.0,277.0,73.0,134.0,55.0,44.0,190.0,55.0,31.0,150.0,50.0,27.0,77.0,,,,,,,,,,,
2012,BE,8.0,18.0,2.0,326.0,32.0,Cincinnati,6.0,16.0,64.5657,276.0,61.9205,278.0,104.228,95.0,109.258,61.0,93.6208,44.0,94.1152,27.0,15.1423,37.0,16.5,108.7,92.2,0.869,34.0,24.0,10.0,70.58824,48.0,46.1,29.4,25.6,16.4,21.7,36.1,65.3,34.7,63.9,64.0,46.1,45.5,34.3,31.7,11.9,8.0,51.8,54.8,65.1,34.9,69.1,30.9,64.2,76.285,79.318,1.775,59.329,64.1,67.5,1.056,0.943,26.957,3.1,31.0,54.0,23.0,28.0,207.0,55.0,322.0,8.0,12.0,93.0,42.0,275.0,275.0,42.0,274.0,231.0,82.0,169.0,55.0,54.0,85.0,222.0,201.0,227.0,121.0,245.0,104.0,267.0,203.0,224.0,144.0,47.0,308.0,88.0,86.0,41.0,43.0,,,,,,,,,,,
2012,P12,24.0,20.0,4.0,325.0,38.0,Colorado,11.0,32.0,65.7059,224.0,64.2147,172.0,100.481,166.0,104.614,135.0,96.0939,78.0,96.2689,57.0,8.34556,88.0,10.0,104.2,94.2,0.761,32.0,21.0,11.0,65.625,49.3,47.0,43.0,32.5,19.2,18.7,29.3,71.5,28.5,70.7,65.3,48.5,45.8,34.1,32.9,9.0,10.6,50.1,48.2,68.4,31.6,65.5,34.5,65.9,77.478,80.072,1.659,46.976,68.7,66.1,1.012,0.97,22.136,-0.3,76.0,119.0,44.0,74.0,164.0,85.0,34.0,82.0,120.0,257.0,264.0,46.0,46.0,264.0,212.0,143.0,91.0,177.0,108.0,171.0,278.0,262.0,59.0,153.0,197.0,116.0,237.0,188.0,45.0,112.0,181.0,68.0,198.0,43.0,170.0,78.0,75.0,,,,,,,,,,,
2012,MWC,20.0,19.0,3.0,324.0,39.0,Colorado St.,11.0,64.0,65.2154,254.0,63.0838,238.0,107.675,40.0,113.273,25.0,103.77,258.0,103.767,200.0,9.50647,77.0,9.0,111.8,102.8,0.724,31.0,20.0,11.0,64.51613,53.5,50.5,43.0,39.2,19.1,18.5,28.4,70.5,29.5,71.6,64.5,50.4,48.7,40.5,35.7,5.8,9.1,51.1,54.0,70.8,29.2,61.6,38.4,64.7,75.265,77.392,2.092,17.155,76.9,71.2,1.088,1.047,21.586,-1.0,80.0,24.0,208.0,86.0,24.0,237.0,34.0,238.0,116.0,267.0,277.0,69.0,69.0,277.0,248.0,78.0,208.0,7.0,241.0,317.0,165.0,239.0,187.0,90.0,262.0,29.0,318.0,248.0,322.0,341.0,57.0,139.0,8.0,276.0,41.0,256.0,81.0,,,,,,,,,,,
2012,BE,8.0,20.0,4.0,323.0,40.0,Connecticut,9.0,64.0,64.9024,269.0,62.2672,270.0,104.789,83.0,111.126,43.0,97.9087,120.0,96.1075,55.0,15.0185,39.0,16.0,110.3,94.3,0.858,33.0,20.0,13.0,60.60606,50.2,44.4,34.4,24.9,19.3,16.9,36.8,65.4,34.6,63.2,64.2,50.5,40.5,33.1,34.3,17.8,6.6,53.6,52.4,70.8,29.2,64.8,35.2,64.2,77.595,81.187,0.802,66.842,66.1,72.7,1.061,0.988,28.532,0.5,34.0,40.0,46.0,32.0,125.0,20.0,225.0,5.0,124.0,320.0,24.0,272.0,272.0,24.0,269.0,76.0,3.0,231.0,172.0,3.0,19.0,172.0,144.0,90.0,262.0,95.0,252.0,267.0,36.0,17.0,337.0,29.0,274.0,321.0,77.0,122.0,30.0,,,,,,,,,,,
2012,MVC,19.0,17.0,1.0,322.0,43.0,Creighton,8.0,32.0,68.1641,107.0,65.4893,114.0,116.334,3.0,119.641,4.0,101.565,205.0,102.559,167.0,17.0818,26.0,16.6,118.4,101.8,0.85,33.0,28.0,5.0,84.84848,58.3,49.3,39.2,29.4,18.1,15.3,31.6,73.9,26.1,68.4,67.5,55.5,47.5,42.5,35.6,5.7,8.2,63.9,51.4,65.0,35.0,69.1,30.9,67.4,76.276,79.918,1.548,35.4,73.2,67.8,1.178,1.023,19.015,4.7,30.0,5.0,189.0,35.0,1.0,192.0,102.0,32.0,52.0,343.0,196.0,8.0,8.0,196.0,107.0,5.0,163.0,3.0,233.0,319.0,102.0,9.0,117.0,230.0,118.0,245.0,104.0,112.0,206.0,137.0,209.0,83.0,48.0,101.0,2.0,199.0,117.0,,,,,,,,,,,
2012,SC,27.0,19.0,3.0,321.0,44.0,Davidson,13.0,64.0,69.0277,71.0,66.7002,65.0,111.513,12.0,111.768,33.0,97.34,106.0,101.075,141.0,10.6934,68.0,11.9,110.9,99.0,0.787,31.0,24.0,7.0,77.41935,51.3,47.4,36.7,40.8,17.2,17.6,35.1,73.3,26.7,64.9,68.5,51.5,46.0,34.0,34.0,8.6,9.8,51.2,44.2,61.5,38.5,72.2,27.8,68.4,77.834,79.926,1.524,26.31,76.7,66.8,1.121,0.984,14.315,-0.4,55.0,35.0,133.0,60.0,80.0,106.0,166.0,262.0,23.0,301.0,66.0,17.0,17.0,66.0,62.0,39.0,97.0,184.0,158.0,197.0,224.0,237.0,14.0,292.0,57.0,315.0,31.0,69.0,26.0,136.0,220.0,101.0,10.0,63.0,17.0,111.0,199.0,,,,,,,,,,,
2012,Horz,14.0,17.0,1.0,320.0,47.0,Detroit,15.0,64.0,67.5756,134.0,66.4169,73.0,104.586,87.0,108.41,72.0,99.9443,173.0,102.907,179.0,5.50243,115.0,3.8,106.4,102.6,0.603,33.0,20.0,13.0,60.60606,48.5,50.9,44.0,38.7,19.1,22.4,35.3,67.0,33.0,64.7,66.6,50.1,48.5,29.6,37.0,13.0,6.7,51.7,55.8,72.5,27.5,65.4,34.6,67.9,76.139,79.854,2.171,43.165,74.1,70.5,1.06,1.016,14.806,-5.2,126.0,77.0,206.0,126.0,187.0,247.0,21.0,229.0,116.0,64.0,62.0,217.0,217.0,62.0,145.0,94.0,200.0,326.0,295.0,28.0,23.0,226.0,228.0,52.0,295.0,108.0,240.0,93.0,223.0,144.0,41.0,71.0,37.0,241.0,80.0,187.0,185.0,,,,,,,,,,,
2012,ACC,2.0,20.0,4.0,319.0,50.0,Duke,2.0,64.0,68.7049,81.0,65.6315,107.0,111.949,11.0,117.909,6.0,99.0275,150.0,97.043,71.0,20.8659,13.0,21.8,117.1,95.3,0.914,33.0,27.0,6.0,81.81818,53.0,47.1,45.3,31.9,17.7,18.8,34.7,67.8,32.2,65.3,68.4,50.9,47.0,37.6,31.7,9.0,7.7,48.4,43.7,61.6,38.4,76.1,23.9,68.3,77.573,81.96,1.486,74.552,70.2,69.0,1.126,0.994,30.241,8.0,12.0,6.0,62.0,15.0,35.0,92.0,13.0,71.0,41.0,249.0,82.0,182.0,182.0,82.0,67.0,56.0,146.0,44.0,55.0,171.0,64.0,295.0,11.0,288.0,60.0,344.0,2.0,74.0,38.0,3.0,231.0,18.0,134.0,162.0,13.0,140.0,16.0,,,,,,,,,,,
2012,SEC,28.0,19.0,3.0,318.0,55.0,Florida,7.0,8.0,66.0152,212.0,63.4917,212.0,114.131,6.0,120.271,3.0,99.5265,160.0,99.98,123.0,20.2909,17.0,22.4,120.5,98.1,0.914,33.0,23.0,10.0,69.69697,54.7,49.0,33.0,30.7,16.6,19.7,33.8,69.0,31.0,66.2,65.1,51.7,46.9,39.0,35.6,8.7,9.5,56.8,51.5,55.6,44.4,68.2,31.8,65.6,75.725,80.062,1.452,83.164,71.2,69.0,1.159,1.003,29.274,3.1,11.0,2.0,112.0,15.0,10.0,180.0,258.0,48.0,16.0,197.0,121.0,125.0,125.0,121.0,222.0,35.0,140.0,20.0,233.0,191.0,200.0,91.0,120.0,340.0,6.0,216.0,132.0,200.0,282.0,114.0,238.0,9.0,102.0,162.0,5.0,153.0,23.0,,,,,,,,,,,
2012,ACC,2.0,18.0,2.0,317.0,58.0,Florida St.,3.0,32.0,68.4428,92.0,66.0495,88.0,101.246,144.0,107.767,80.0,91.0453,20.0,89.7815,10.0,17.9858,23.0,18.4,106.5,88.1,0.899,33.0,24.0,9.0,72.72727,51.4,43.7,35.2,34.3,23.7,22.2,35.7,67.0,33.0,64.3,67.8,50.7,42.5,35.3,30.5,16.7,8.5,48.3,48.2,68.4,31.6,63.1,36.9,67.7,78.478,81.533,2.356,71.293,70.3,71.0,1.024,0.916,28.697,4.3,21.0,76.0,8.0,19.0,77.0,9.0,201.0,132.0,324.0,72.0,54.0,217.0,217.0,54.0,91.0,67.0,12.0,128.0,21.0,6.0,124.0,298.0,59.0,153.0,197.0,41.0,306.0,98.0,5.0,10.0,15.0,24.0,125.0,263.0,149.0,16.0,28.0,,,,,,,,,,,
2012,BE,8.0,17.0,1.0,316.0,64.0,Georgetown,3.0,32.0,64.3565,279.0,61.6397,290.0,104.701,86.0,109.993,55.0,90.4593,14.0,89.6577,9.0,20.3352,15.0,20.8,110.3,89.5,0.917,30.0,22.0,8.0,73.33333,51.0,42.9,39.4,36.1,19.6,20.1,35.9,69.7,30.3,64.1,63.4,50.8,44.3,34.3,26.6,13.5,7.6,55.7,55.1,69.9,30.1,67.5,32.5,63.4,78.47,80.76,1.411,86.738,69.6,68.4,1.063,0.918,30.075,4.7,16.0,40.0,10.0,12.0,90.0,5.0,92.0,178.0,144.0,174.0,45.0,91.0,91.0,45.0,286.0,64.0,47.0,169.0,1.0,25.0,59.0,114.0,213.0,113.0,236.0,185.0,165.0,294.0,6.0,40.0,251.0,4.0,162.0,130.0,72.0,19.0,17.0,,,,,,,,,,,
2012,WCC,33.0,18.0,2.0,315.0,68.0,Gonzaga,7.0,32.0,67.572,135.0,64.3904,163.0,109.509,24.0,111.604,35.0,93.4641,42.0,94.5893,34.0,17.0149,27.0,16.3,110.6,94.3,0.862,31.0,25.0,6.0,80.64516,53.4,46.6,47.0,26.5,19.9,19.6,34.8,72.2,27.8,65.2,66.8,51.9,46.5,37.6,31.2,8.7,6.9,55.1,47.9,67.7,32.3,66.2,33.8,66.2,77.029,81.141,1.347,40.784,71.5,66.9,1.104,0.943,16.61,2.1,33.0,37.0,46.0,31.0,27.0,73.0,6.0,11.0,157.0,204.0,77.0,35.0,35.0,77.0,139.0,33.0,115.0,44.0,41.0,191.0,33.0,130.0,53.0,164.0,186.0,141.0,207.0,169.0,90.0,21.0,263.0,74.0,97.0,66.0,24.0,41.0,148.0,,,,,,,,,,,
2012,Ivy,15.0,18.0,2.0,314.0,73.0,Harvard,12.0,64.0,61.5334,335.0,59.748,325.0,105.296,70.0,108.398,73.0,88.9122,7.0,93.6424,21.0,14.756,40.0,14.3,106.9,92.6,0.839,29.0,25.0,4.0,86.2069,52.5,44.9,42.7,29.1,20.5,19.8,30.9,73.3,26.7,69.1,60.7,52.2,42.9,35.5,33.6,11.9,9.9,58.5,47.4,65.6,34.4,73.2,26.8,61.2,76.762,79.078,1.721,22.898,75.0,65.1,1.068,0.903,13.314,2.2,41.0,73.0,28.0,37.0,50.0,27.0,38.0,31.0,188.0,190.0,224.0,17.0,17.0,224.0,337.0,27.0,20.0,120.0,140.0,54.0,231.0,56.0,45.0,218.0,131.0,330.0,18.0,331.0,126.0,259.0,159.0,120.0,25.0,19.0,66.0,10.0,229.0,,,,,,,,,,,
2012,B10,6.0,20.0,4.0,313.0,79.0,Indiana,4.0,16.0,67.772,121.0,66.0427,89.0,113.78,7.0,119.547,5.0,97.2707,103.0,97.0081,68.0,22.5388,11.0,22.6,119.1,96.5,0.918,33.0,25.0,8.0,75.75758,54.7,47.7,46.6,34.2,19.1,20.3,35.5,68.8,31.2,64.5,66.9,50.8,45.5,43.3,34.9,8.9,10.5,51.7,45.6,72.3,27.7,68.3,31.7,67.8,77.889,81.529,1.608,76.334,76.2,69.1,1.155,0.98,30.826,5.9,10.0,4.0,82.0,11.0,10.0,120.0,7.0,128.0,116.0,166.0,60.0,132.0,132.0,60.0,132.0,64.0,82.0,2.0,198.0,177.0,273.0,226.0,21.0,58.0,290.0,222.0,129.0,95.0,22.0,11.0,194.0,15.0,16.0,172.0,7.0,98.0,10.0,,,,,,,,,,,
2012,MAAC,16.0,0.0,0.0,312.0,81.0,Iona,14.0,68.0,71.6885,18.0,69.0723,18.0,114.896,5.0,115.979,14.0,99.9349,172.0,103.63,193.0,12.3492,52.0,11.5,113.6,102.1,0.773,32.0,25.0,7.0,78.125,56.7,51.1,31.0,28.7,17.2,22.2,32.6,67.5,32.5,67.4,71.1,55.7,50.0,39.3,35.4,5.4,7.4,62.5,53.0,67.9,32.1,65.8,34.2,70.9,75.12,78.137,2.387,17.057,71.6,70.1,1.157,1.009,13.603,0.0,61.0,17.0,195.0,67.0,4.0,254.0,302.0,27.0,23.0,72.0,167.0,192.0,192.0,167.0,18.0,2.0,258.0,16.0,218.0,326.0,49.0,14.0,162.0,157.0,189.0,128.0,221.0,19.0,325.0,323.0,12.0,140.0,91.0,227.0,6.0,170.0,217.0,,,,,,,,,,,
2012,B12,7.0,20.0,4.0,311.0,83.0,Iowa St.,8.0,32.0,68.0371,111.0,65.1229,126.0,107.615,42.0,112.844,28.0,98.1541,128.0,96.3879,60.0,16.4561,31.0,15.9,111.2,95.3,0.855,32.0,22.0,10.0,68.75,52.9,48.3,38.7,25.7,18.5,17.6,32.2,73.7,26.3,67.8,67.6,50.0,49.9,38.0,29.8,7.1,9.7,58.7,51.8,57.8,42.2,68.3,31.7,67.2,76.912,79.48,1.884,63.108,67.9,69.9,1.082,0.986,26.236,2.0,35.0,29.0,62.0,34.0,40.0,149.0,114.0,10.0,68.0,301.0,173.0,13.0,13.0,173.0,103.0,96.0,252.0,32.0,16.0,259.0,218.0,51.0,126.0,329.0,17.0,222.0,129.0,121.0,104.0,206.0,105.0,42.0,225.0,217.0,47.0,117.0,50.0,,,,,,,,,,,
2012,B12,7.0,17.0,1.0,310.0,86.0,Kansas,2.0,2.0,68.0938,109.0,65.9779,91.0,109.926,22.0,116.066,12.0,90.4833,15.0,89.1479,7.0,26.918,4.0,26.6,114.7,88.1,0.954,33.0,27.0,6.0,81.81818,54.0,43.9,41.1,34.3,19.6,20.7,34.9,71.4,28.6,65.1,67.5,54.1,40.0,35.8,34.7,15.1,8.2,58.6,52.4,69.5,30.5,67.8,32.2,67.9,78.482,81.633,2.178,72.255,69.6,72.1,1.108,0.914,30.956,8.3,4.0,13.0,8.0,3.0,16.0,12.0,57.0,132.0,144.0,150.0,72.0,47.0,47.0,72.0,107.0,9.0,2.0,101.0,186.0,9.0,102.0,55.0,144.0,121.0,226.0,199.0,150.0,93.0,4.0,9.0,39.0,23.0,162.0,308.0,22.0,14.0,8.0,,,,,,,,,,,
2012,B12,7.0,18.0,2.0,309.0,87.0,Kansas St.,8.0,32.0,68.0309,113.0,65.8239,97.0,103.96,97.0,109.953,58.0,92.851,36.0,91.6575,16.0,18.2953,21.0,16.4,107.9,91.5,0.869,31.0,21.0,10.0,67.74194,49.3,45.8,42.9,41.6,21.3,23.8,40.8,66.3,33.7,59.2,67.1,48.5,44.9,34.2,31.8,13.2,7.9,58.2,52.5,70.3,29.7,68.7,31.3,67.5,76.698,80.327,1.432,47.44,66.6,68.5,1.051,0.938,27.769,2.2,32.0,61.0,17.0,28.0,164.0,44.0,35.0,274.0,245.0,22.0,6.0,238.0,238.0,6.0,122.0,143.0,65.0,174.0,58.0,26.0,76.0,60.0,149.0,104.0,246.0,233.0,115.0,110.0,141.0,80.0,244.0,67.0,258.0,135.0,98.0,34.0,35.0,,,,,,,,,,,
2012,SEC,28.0,20.0,4.0,308.0,90.0,Kentucky,1.0,1.0,66.7066,180.0,64.0843,183.0,115.593,4.0,120.566,2.0,89.0214,8.0,88.8382,6.0,31.7277,1.0,31.2,119.7,88.5,0.97,34.0,32.0,2.0,94.11765,53.4,41.6,40.0,25.6,17.2,18.1,38.4,69.0,31.0,61.6,65.9,52.5,38.8,37.1,32.1,21.4,8.1,48.4,48.6,72.7,27.3,70.0,30.0,66.1,78.819,81.48,0.776,95.267,72.0,68.8,1.163,0.895,27.605,11.3,1.0,3.0,9.0,2.0,27.0,1.0,75.0,8.0,23.0,281.0,19.0,125.0,125.0,19.0,188.0,21.0,1.0,59.0,75.0,1.0,95.0,295.0,63.0,49.0,299.0,272.0,77.0,176.0,2.0,12.0,340.0,1.0,80.0,150.0,4.0,6.0,36.0,,,,,,,,,,,
2012,Slnd,29.0,0.0,0.0,307.0,93.0,Lamar,16.0,68.0,69.1534,66.0,65.5439,111.0,104.793,82.0,107.54,86.0,94.6232,55.0,100.064,125.0,7.476,99.0,4.3,104.2,99.9,0.619,32.0,21.0,11.0,65.625,46.5,46.7,41.2,33.8,17.6,20.4,37.3,69.5,30.5,62.7,68.5,45.6,45.2,33.2,34.0,10.4,8.4,49.0,50.0,78.3,21.7,74.1,25.9,67.5,75.746,79.256,2.624,0.87,72.4,67.1,1.055,0.957,15.047,-4.3,125.0,119.0,146.0,124.0,274.0,77.0,54.0,119.0,37.0,161.0,22.0,103.0,103.0,22.0,62.0,258.0,72.0,227.0,158.0,101.0,118.0,281.0,83.0,3.0,343.0,334.0,13.0,110.0,278.0,230.0,1.0,292.0,69.0,72.0,87.0,61.0,176.0,,,,,,,,,,,
2012,Pat,25.0,20.0,4.0,306.0,94.0,Lehigh,15.0,32.0,69.1359,67.0,67.0402,49.0,108.789,30.0,108.606,66.0,93.7116,46.0,99.6982,115.0,8.90823,84.0,7.9,106.7,98.8,0.708,32.0,25.0,7.0,78.125,50.9,47.1,37.4,33.3,16.8,21.4,31.4,70.8,29.2,68.6,68.3,49.7,45.7,35.5,33.3,7.7,10.5,50.5,56.3,63.9,36.1,67.8,32.2,68.7,76.562,79.523,1.814,4.923,77.4,70.6,1.099,0.951,12.009,-1.3,92.0,74.0,127.0,91.0,97.0,92.0,147.0,105.0,19.0,113.0,208.0,59.0,59.0,208.0,72.0,104.0,89.0,120.0,126.0,235.0,273.0,252.0,243.0,246.0,100.0,199.0,150.0,56.0,158.0,198.0,128.0,238.0,4.0,249.0,29.0,49.0,274.0,,,,,,,,,,,
2012,NEC,21.0,19.0,3.0,305.0,98.0,LIU Brooklyn,16.0,64.0,75.8136,2.0,72.7955,2.0,107.715,39.0,108.1,76.0,101.559,204.0,107.557,271.0,0.542871,164.0,1.2,107.0,105.8,0.532,33.0,25.0,8.0,75.75758,53.3,49.1,49.8,22.3,21.5,18.4,34.8,66.0,34.0,65.2,74.9,52.3,49.0,36.8,32.8,6.7,10.1,54.6,51.2,68.8,31.2,72.0,28.0,74.3,74.446,78.91,1.971,11.914,73.1,69.5,1.089,1.028,9.99,-2.6,160.0,71.0,272.0,160.0,29.0,181.0,2.0,2.0,253.0,271.0,77.0,250.0,250.0,77.0,2.0,25.0,216.0,69.0,100.0,273.0,249.0,144.0,112.0,140.0,209.0,313.0,33.0,2.0,341.0,281.0,83.0,175.0,53.0,198.0,40.0,211.0,320.0,,,,,,,,,,,
2012,BW,11.0,19.0,3.0,304.0,99.0,Long Beach St.,12.0,64.0,67.964,116.0,65.5618,109.0,108.674,32.0,111.581,38.0,94.6276,56.0,95.9447,52.0,15.6363,34.0,12.5,108.2,95.7,0.804,31.0,23.0,8.0,74.19355,52.6,47.4,43.4,27.3,19.0,21.7,34.2,68.4,31.6,65.8,67.2,52.0,45.7,35.8,34.2,7.1,7.8,55.2,52.6,66.4,33.6,68.2,31.8,67.2,76.287,79.68,2.443,9.819,67.1,69.4,1.089,0.954,20.418,0.9,49.0,57.0,65.0,48.0,48.0,106.0,26.0,15.0,106.0,93.0,100.0,154.0,154.0,100.0,119.0,30.0,89.0,101.0,167.0,259.0,69.0,128.0,151.0,199.0,149.0,216.0,132.0,121.0,202.0,173.0,9.0,189.0,244.0,191.0,40.0,56.0,107.0,,,,,,,,,,,
2012,BE,8.0,19.0,3.0,303.0,102.0,Louisville,4.0,4.0,68.2541,100.0,65.9921,90.0,99.3696,179.0,105.207,127.0,88.5398,4.0,86.3916,2.0,18.8157,20.0,17.8,103.7,85.9,0.897,35.0,26.0,9.0,74.28571,47.6,42.9,37.0,34.8,21.4,23.2,36.2,65.7,34.3,63.8,67.6,48.1,41.3,31.1,30.8,12.7,8.9,56.8,52.2,66.8,33.2,68.0,32.0,67.5,76.398,80.104,1.735,73.332,68.6,66.1,1.006,0.894,29.249,5.6,23.0,126.0,2.0,21.0,229.0,5.0,160.0,144.0,248.0,33.0,39.0,258.0,258.0,39.0,103.0,164.0,5.0,297.0,34.0,36.0,151.0,91.0,137.0,185.0,163.0,211.0,141.0,110.0,183.0,105.0,157.0,22.0,206.0,43.0,182.0,4.0,24.0,,,,,,,,,,,
2012,MAAC,16.0,18.0,2.0,302.0,104.0,Loyola MD,15.0,64.0,65.8117,219.0,62.6291,257.0,102.811,116.0,103.745,149.0,96.8025,95.0,100.068,126.0,3.6774,131.0,3.3,102.3,99.0,0.593,32.0,24.0,8.0,75.0,47.4,47.7,43.0,39.8,20.7,21.8,39.0,67.0,33.0,61.0,65.1,46.0,45.3,34.0,36.1,11.6,9.6,52.2,50.6,72.7,27.3,72.9,27.1,64.5,76.874,80.289,1.681,20.388,71.8,68.4,1.038,0.98,13.469,-1.5,132.0,151.0,133.0,132.0,244.0,120.0,34.0,247.0,207.0,86.0,13.0,217.0,217.0,13.0,222.0,233.0,76.0,184.0,258.0,62.0,211.0,210.0,97.0,49.0,299.0,327.0,20.0,258.0,111.0,83.0,174.0,129.0,88.0,130.0,119.0,98.0,223.0,,,,,,,,,,,
2012,BE,8.0,19.0,3.0,301.0,107.0,Marquette,3.0,16.0,71.3551,23.0,69.187,16.0,106.246,59.0,112.422,29.0,92.9743,38.0,93.0852,19.0,19.3365,19.0,19.0,110.9,91.9,0.897,32.0,25.0,7.0,78.125,50.8,45.8,41.5,31.1,18.8,23.6,34.4,63.8,36.2,65.6,70.5,51.0,44.7,33.7,32.1,8.8,10.0,63.6,58.2,70.8,29.2,67.7,32.3,71.1,76.201,78.864,1.646,52.745,72.1,67.7,1.077,0.939,28.97,6.2,19.0,35.0,20.0,21.0,101.0,44.0,50.0,55.0,91.0,26.0,92.0,316.0,316.0,92.0,27.0,53.0,60.0,204.0,75.0,181.0,241.0,11.0,280.0,90.0,262.0,195.0,156.0,17.0,217.0,288.0,185.0,62.0,77.0,96.0,53.0,37.0,26.0,,,,,,,,,,,
